pid - plain text,year,dept,,
52201,1976,Department of Animal Science,,
52202,1976,Department of Geological Sciences,,
52203,1976,Institute of Air and Space Law.,,
52204,1976,Department of English,,
52206,1976,Department of Chemical Engineering,,
52209,1976,Institute of Islamic Studies,,
52211,1976,Institute of Islamic Studies,,
52110,1976,Department of Mining and Metallurgical Engineering,,
52111,1976,Department of Biology,,
52215,1976,Department of Animal Science,,
52219,1976,Department of Mining and Metallurgical Engineering,,
52220,1976,Department of Social Foundations of Education,,
52114,1976,Department of English,,
53869,1976,Department of Biology.,,
53878,1976,Department of Psychology.,,
53882,1976,,,
53884,1976,Institute of Air and Space Law.,,
53870,1976,Department of History.,,
53888,1976,Institute of Air and Space Law.,,
53892,1976,Department of Psychology,,
53895,1976,Department of Economics.,,
53901,1976,Department of Political Science.,,
53873,1976,Department of Entomology.,,
53908,1976,Faculty of Dentistry,,
53909,1976,Faculty of Music.,,
53913,1976,Department of Linguistics.,,
53921,1976,Department of Mathematics.,,
53925,1976,Department of Art History,,
53928,1976,Department of Psychology.,,
53877,1976,Department of Renewable Resources.,,
53933,1976,Department of Philosophy.,,
53934,1976,Department of Electrical Engineering.,,
53935,1976,Department of Psychology,,
53879,1976,Department of Meteorology.,,
53936,1976,Department of Political Science.,,
53937,1976,Department of Chemical Engineering.,,
53880,1976,Department of English.,,
53938,1976,Department of Biology.,,
53939,1976,Department of English.,,
53941,1976,Department of Biology.,,
53881,1976,Department of Geological Sciences,,
53942,1976,Department of English.,,
53943,1976,Department of English.,,
53944,1976,Department of Geological Sciences.,,
53883,1976,Department of French Language and Literature.,,
53945,1976,School of Computer Science.,,
53946,1976,Department of Political Science,,
53947,1976,Department of Mathematics.,,
53948,1976,Department of German,,
53949,1976,Department of Hispanic Studies,,
53950,1976,Department of Agronomy,,
53951,1976,Department of Geography.,,
53952,1976,Department of Biology.,,
53953,1976,School of Computer Science.,,
53954,1976,,,
53955,1976,Department of Mathematics.,,
53885,1976,,,
53956,1976,Department of Civil Engineering.,,
53957,1976,Department of Renewable Resources.,,
53958,1976,Department of Animal Science.,,
53959,1976,Department of German.,,
53960,1976,School of Computer Science.,,
53961,1976,Department of Meteorology.,,
53886,1976,Institute of Air and Space Law.,,
53962,1976,Department of Animal Science,,
53871,1976,Department of Mining and Metallurgical Engineering,,
53964,1976,Department of Biology.,,
53965,1976,School of Computer Science.,,
53966,1976,Institute of Air and Space Law.,,
53967,1976,Department of Mining and Metallurgical Engineering.,,
53889,1976,Faculty of Music.,,
53890,1976,Department of Biology.,,
53968,1976,Department of Geological Sciences.,,
53969,1976,Department of Chemical Engineering.,,
53970,1976,Department of Philosophy.,,
53971,1976,School of Architecture.,,
53972,1976,Department of Geological Sciences.,,
53891,1976,Department of Chemistry.,,
53976,1976,Department of Italian.,,
53978,1976,Department of English.,,
53979,1976,Department of English.,,
53980,1976,Institute of Islamic Studies.,,
53896,1976,Department of Geography.,,
53988,1976,Department of English.,,
53989,1976,Department of Geography.,,
53990,1976,Department of German,,
53872,1976,Department of Chemical Engineering.,,
53995,1976,Department of Linguistics,,
53997,1976,Department of Biology,,
53999,1976,Institute of Air and Space Law,,
54000,1976,Department of Civil Engineering and Applied Mechanics,,
54001,1976,Department of English,,
53874,1976,Department of Agricultural Chemistry and Physics,,
54003,1976,Department of Anatomy,,
54007,1976,Department of History,,
54009,1976,Department of Geography,,
54010,1976,Department of Biology,,
54012,1976,Department of Civil Engineering and Applied Mechanics,,
54014,1976,Institute of Comparative Law,,
54015,1976,Department of Mathematics,,
53915,1976,,,
53916,1976,Department of Physics,,
54021,1976,Department of Physiology,,
54024,1976,Islamic Studies,,
54025,1976,Department of English,,
54027,1976,Department of Plant Pathology,,
54030,1976,Department of Metallurgical Engineering,,
53922,1976,Institute of Comparative Law,,
54031,1976,Department of History,,
54035,1976,Department of Physics,,
54039,1976,Department of Chemistry,,
54040,1976,Institute of Parasitology,,
53927,1976,Faculty of Religious Studies,,
54042,1976,Department of English,,
54043,1976,Department of Biology,,
54044,1976,Department of Physics,,
54046,1976,Department of Neurology and Neurosurgery,,
54266,1976,,,
54408,1976,Department of Agricultural Engineering,,
54920,1976,Department of Mathematics,,
55115,1976,Department of Philosophy,,
55122,1976,Department of Philosophy of Education,,
69433,1976,Institute of Parasitology,,
69435,1976,Department of Physics,,
69437,1976,Department of Geography,,
69285,1976,Department of Chemistry,,
69439,1976,Department of Civil Engineering and Applied Mechanics,,
69441,1976,Department of Agronomy,,
69442,1976,Department of Chemistry,,
69287,1976,Institute of Parasitology,,
69447,1976,Department of Electrical Engineering,,
69452,1976,Department of Psychology,,
69454,1976,Department of Electrical Engineering,,
69289,1976,Department of Electrical Engineering,,
69456,1976,Faculty of Education,,
69291,1976,Department of History,,
69458,1976,Department of Mining Engineering and Applied Geophysics,,
69293,1976,Department of Physics,,
69295,1976,Department of Physics,,
69296,1976,Department of German,,
69297,1976,Department of Chemistry,,
69463,1976,Department of Physics,,
69465,1976,Department of Russian and Slavic Studies,,
69466,1976,Department of Chemistry,,
69467,1976,Department of Meteorology,,
69468,1976,Department of Microbiology,,
69469,1976,Department of Experimental Medicine,,
69470,1976,Department of History,,
69471,1976,Department of Geological Sciences,,
69299,1976,Department of Psychology,,
69472,1976,Department of Psychology,,
69473,1976,Department of Chemistry,,
69474,1976,Department of Educational Psychology,,
69475,1976,Department of Chemistry,,
69476,1976,Department of Biology,,
69477,1976,Department of French Language and Literature,,
69478,1976,Department of Civil Engineering and Applied Mechanics,,
69479,1976,Department of Microbiology,,
69480,1976,Department of Linguistics,,
69481,1976,Department of Mathematics,,
69482,1976,Department of Chemistry,,
69483,1976,Department of Mathematics,,
69484,1976,Department of Geography,,
69485,1976,Department of Sociology,,
69486,1976,Department of Economics,,
69487,1976,Department of Psychology,,
69301,1976,Department of Physics,,
69488,1976,Department of Biology,,
69489,1976,Institute of Parasitology,,
69490,1976,Department of Chemistry,,
69302,1976,Department of Mechanical Engineering,,
69491,1976,Department of Psychology,,
69492,1976,Department of Chemistry,,
69493,1976,Department of German,,
69244,1976,Department of Psychology,,
69245,1976,Faculty of Management,,
69494,1976,Department of Psychology,,
69495,1976,Department of Chemistry,,
69496,1976,,,
69497,1976,Department of Chemical Engineering,,
69498,1976,Department of Political Science,,
69500,1976,Department of Electrical Engineering,,
69501,1976,Department of Psychology,,
69502,1976,Department of Geography,,
69503,1976,Department of Biology,,
69504,1976,Department of English,,
69505,1976,Department of Renewable Resources,,
69306,1976,Department of Chemistry,,
69506,1976,Department of Sociology,,
69507,1976,Department of Counselor Education,,
69508,1976,Department of Chemistry,,
69509,1976,Department of Mathematics,,
69510,1976,Institute of Air and Space Law.,,
69514,1976,Department of History,,
72675,1976,Department of Physics,,
72676,1976,Department of Psychology,,
72677,1976,Department of German,,
72597,1976,Department of Entomology,,
72678,1976,Department of Philosophy,,
72598,1976,Department of Psychology.,,
72679,1976,Department of Mechanical Engineering,,
72600,1976,Department of Animal Science,,
72680,1976,Department of Microbiology,,
72559,1976,Department of Chemical Engineering,,
72681,1976,,,
72603,1976,Department of German Studies,,
76357,1976,Department of Chemical Engineering,,
76362,1976,Department of Chemistry,,
76369,1976,Department of Biochemistry,,
76345,1976,Department of Chemistry,,
76382,1976,Department of Biochemistry,,
76383,1976,Department of Pharmacology and Therapeutics,,
76395,1976,Department of Mining and Metallurgical Engineering,,
76399,1976,Department of Pharmacology and Therapeutics,,
76402,1976,Department of Sociology,,
76405,1976,Department of Pharmacology and Therapeutics,,
76406,1976,Department of Physics,,
76408,1976,Department of Biology,,
76410,1976,Department of Chemistry,,
76353,1976,Department of Mechanical Engineering,,
76354,1976,Department of Renewable Resources,,
76413,1976,Department of Chemistry,,
76356,1976,Department of Mining and Metallurgical Engineering,,
76416,1976,Department of Chemistry,,
76417,1976,Department of Chemistry,,
76418,1976,Department of Plant Pathology,,
76419,1976,Department of Psychology,,
76420,1976,Faculty of Religious Studies,,
76421,1976,Department of Mathematics,,
76424,1976,Department of Geography,,
76425,1976,Department of Chemistry,,
76358,1976,Department of Chemistry,,
76448,1976,Department of Pathology,,
76400,1976,Department of Geology,,
76683,1976,Department of Agricultural Chemistry,,
76685,1976,Institute of Comparative Law,,
76852,1976,Department of Russian and Slavic Studies,,
76854,1976,Department of Electrical Engineering,,
76857,1976,Department of Physics,,
76861,1976,Department of Comparative Literature,,
76862,1976,Department of Chemical Engineering,,
76928,1976,Department of Sociology,,
108299,1977,Institute of Islamic Studies.,,
128433,1977,Department of Experimental Medicine.,,
128435,1977,Department of Experimental Surgery.,,
128437,1977,Department of Anatomy.,,
128439,1977,Department of Experimental Surgery.,,
128443,1977,Department of Experimental Surgery.,,
128445,1977,Department of Epidemiology and Health.,,
128447,1977,Department of Surgery.,,
128449,1977,Department of Experimental Surgery.,,
128451,1977,Department of Anatomy.,,
128453,1977,Department of Pathology.,,
128455,1977,Department of Epidemiology.,,
128457,1977,Department of Anatomy.,,
128709,1977,Department of Anatomy.,,
128711,1977,Department of Physiology.,,
128713,1977,Department of Experimental Medicine.,,
128715,1977,Department of Microbiology and Immunology.,,
128719,1977,Department of Physiology.,,
128721,1977,Department of Meteorology.,,
129523,1977,Department of Experimental Medicine.,,
129527,1977,Department of Pathology.,,
129531,1977,Department of Anatomy.,,
129535,1977,Department of Anatomy.,,
129539,1977,Department of Experimental Medicine.,,
129555,1977,Department of Physiology.,,
129557,1977,Department of Biochemistry.,,
129559,1977,Department of Physiology.,,
129561,1977,Department of Biochemistry.,,
129563,1977,Department of Biochemistry.,,
129565,1977,Department of Biochemistry.,,
129567,1977,Department of Neurology and Neurosurgery.,,
129569,1977,Department of Mechanical Engineering.,,
129571,1977,Department of Physiology.,,
129575,1977,Department of Physiology.,,
129577,1977,Department of Epidemiology and Health.,,
129579,1977,Department of Epidemiology and Health.,,
129581,1977,Department of Pharmacology and Therapeutics.,,
28356,1977,Department of Religious Studies,,
28360,1977,Department of Religious Studies,,
46369,1977,Department of Plant Pathology,,
50770,1977,Department of French Language and Literature,,
50803,1977,Department of Educational Psychology,,
52205,1977,Department of Educational Psychology,,
52207,1977,Department of Electrical and Computer Engineering,,
52208,1977,Department of English,,
52210,1977,Department of Agricultural Chemistry and Physics,,
52059,1977,Department of Electrical Engineering,,
52108,1977,Department of Agricultural Chemistry,,
52109,1977,Department of Mathematics,,
52212,1977,Department of Physiology,,
52213,1977,Department of Political Science,,
52214,1977,Department of Electrical Engineering,,
52216,1977,Department of History and Philosophy of Science,,
52113,1977,Department of Natural Resource Sciences,,
52217,1977,Department of Geological Sciences,,
52218,1977,Department of Physics,,
52589,1977,Department of Economics,,
52579,1977,Department of Civil Engineering and Applied Mechanics,,
52593,1977,Department of Mining and Metallurgical Engineering,,
52596,1977,Department of Educational Psychology,,
52597,1977,Department of Microbiology,,
52599,1977,Department of Electrical Engineering,,
52603,1977,Faculty of Dentistry,,
52604,1977,Department of Biology,,
52606,1977,Department of French Language and Literature,,
52609,1977,Department of Educational Psychology and Sociology,,
52611,1977,Department of Political Science,,
52614,1977,Institute of Comparative Law,,
52619,1977,Department of Biology,,
52620,1977,Department of Educational Psychology and Sociology,,
52581,1977,Department of Metallurgical Engineering,,
52622,1977,Department of Epidemiology and Health,,
52623,1977,Department of Chemical Engineering,,
52642,1977,Department of History,,
53887,1977,Institute of Air and Space Law.,,
53973,1977,Department of Agricultural Chemistry and Phsyics.,,
53893,1977,Department of Biology.,,
53974,1977,School of Architecture.,,
53894,1977,Department of Educational Psychology.,,
53975,1977,Department of Geological Sciences,,
53977,1977,Department of Philosophy,,
53981,1977,Department of Mathematics.,,
53982,1977,Department of Classics.,,
53897,1977,Department of Biology.,,
53983,1977,Department of Geological Sciences.,,
53984,1977,Department of Mining and Metallurgical Engineering.,,
53898,1977,Department of Civil Engineering and Applied Mechanics.,,
53985,1977,Department of Civil Engineering and Applied Mechanics.,,
53986,1977,Department of Electrical Engineering.,,
53899,1977,Department of Psychology.,,
53900,1977,Department of Experimental Surgery.,,
53987,1977,Department of Meteorology.,,
53902,1977,Department of Plant Science.,,
53903,1977,Department of Italian,,
53904,1977,Department of Electrical Engineering.,,
53991,1977,Department of French Language and Literature.,,
53905,1977,Department of English,,
53992,1977,Department of English,,
53993,1977,Department of Electrical Engineering,,
53994,1977,Department of Epidemiology and Health,,
53996,1977,Department of Geological Sciences,,
53998,1977,Department of Animal Science,,
53906,1977,Department of Anatomy,,
53907,1977,School of Architecture,,
54002,1977,Department of Chemical Engineering,,
54004,1977,Department of Animal Science,,
54005,1977,Department of Chemical Engineering,,
54006,1977,School of Computer Science,,
54008,1977,Department of Meteorology,,
53910,1977,Department of Philosophy of Education,,
54011,1977,Department of Civil Engineering and Applied Mechanics,,
54013,1977,Department of Experimental Surgery,,
53911,1977,Department of Italian Studies,,
53912,1977,Department of Mining and Metallurgical Engineering,,
54016,1977,Department of Physiology,,
54017,1977,Department of Chemical Engineering,,
54018,1977,Department of Biology,,
53914,1977,Department of Physics,,
54019,1977,Institute of Air and Space Law,,
53917,1977,Department of Geology,,
54020,1977,Department of Anthropology,,
53875,1977,Department of Epidemiology and Medical Statistics,,
53919,1977,Department of Renewable Resources,,
53920,1977,Department of Meteorology,,
54022,1977,Department of Electrical Engineering,,
54023,1977,Department of Economics,,
54026,1977,Department of Mechanical Engineering.,,
54028,1977,Department of Electrical Engineering,,
54029,1977,Department of Physical Education,,
53876,1977,Department of English,,
53923,1977,Department of History,,
54032,1977,Department of Hispanic Studies,,
54033,1977,Department of Meteorology,,
53924,1977,Department of Chemical Engineering,,
54034,1977,Department of Physics,,
54036,1977,Department of Mathematics,,
54037,1977,Department of Psychology,,
53926,1977,Department of Physical Education,,
54038,1977,Department of Renewable Resources,,
54041,1977,Department of Mechanical Engineering,,
53929,1977,Department of Political Science,,
53930,1977,Department of Russian and Slavic Studies,,
54045,1977,Department of Pharmacology and Therapeutics,,
53931,1977,School of Computer Science,,
54047,1977,Department of French Language and Literature,,
54048,1977,Department of History,,
54049,1977,,,
54050,1977,,,
54051,1977,Department of Civil Engineering and Applied Mechanics,,
54052,1977,Department of Educational Psychology,,
54053,1977,Department of Renewable Resources,,
54054,1977,Department of Surgery,,
53932,1977,Department of Geological Sciences,,
54055,1977,School of Computer Science,,
54056,1977,Department of Biology,,
54242,1977,Faculty of Education,,
54251,1977,Department of French Language and Literature,,
54256,1977,Department of Meteorology,,
54258,1977,Marine Sciences Centre,,
54243,1977,Department of Atmospheric and Oceanic Sciences,,
54262,1977,Department of Meteorology,,
54269,1977,Department of Political Science,,
54275,1977,Department of Anthropology,,
54246,1977,Department of English,,
54282,1977,Department of French Language and Literature,,
54283,1977,Department of Civil Engineering and Applied Mechanics,,
54287,1977,Department of Electrical Engineering,,
54292,1977,Department of Anatomy,,
54295,1977,Department of Civil Engineering and Applied Mechanics,,
54299,1977,Department of Economics,,
54302,1977,Institute of Air and Space Law,,
54250,1977,Department of Geology,,
54306,1977,Institute of Air and Space Law,,
54307,1977,Department of Mathematics,,
54308,1977,Department of French Language and Literature,,
54252,1977,Department of Surgery,,
54309,1977,Department of History,,
54310,1977,Department of Chemistry,,
54253,1977,Department of Philosophy,,
54311,1977,Department of Chemistry,,
54254,1977,Graduate Program in Communications,,
54312,1977,Department of Entomology,,
54313,1977,Department of Biology,,
54255,1977,Department of History,,
54314,1977,Department of Animal Science,,
54315,1977,Department of Biochemistry,,
54316,1977,Department of Geology,,
54257,1977,Department of Pathology,,
54317,1977,Department of Meteorology,,
54318,1977,School of Architecture,,
54319,1977,Institute of Air and Space Law,,
54320,1977,Department of Physics,,
54321,1977,Department of Anatomy,,
54322,1977,Department of Chemical Engineering,,
54323,1977,Department of French Language and Literature,,
54324,1977,Department of Plant Science,,
54325,1977,Department of Sociology,,
54326,1977,Faculty of Education,,
54327,1977,Department of Chemistry,,
54259,1977,Department of Economics and Political Science,,
54328,1977,Department of Physics,,
54329,1977,Department of Animal Science,,
54330,1977,Department of French Language and Literature,,
54331,1977,Department of Electrical Engineering,,
54332,1977,Department of Anthropology,,
54333,1977,Department of Meteorology,,
54260,1977,Department of Chemical Engineering,,
54261,1977,Faculty of Religious Studies,,
54334,1977,Department of Plant Science,,
54244,1977,Department of French Language and Literature,,
54335,1977,Institute of Islamic Studies,,
54336,1977,Department of English,,
54337,1977,Department of Epidemiology and Health,,
54338,1977,Department of Biology,,
54339,1977,Department of Religious Studies,,
54264,1977,Department of English,,
54340,1977,Department of Civil Engineering and Applied Mechanics,,
54341,1977,Department of Biology,,
54342,1977,Department of Mathematics,,
54343,1977,Department of Physics,,
54344,1977,Department of Political Science,,
54265,1977,,,
54345,1977,Department of Pharmacology and Therapeutics,,
54267,1977,Faculty of Religious Studies,,
54346,1977,Department of Electrical Engineering,,
54268,1977,Department of Mechanical Engineering,,
54347,1977,Institute of Air and Space Law,,
54348,1977,Department of Mathematics,,
54349,1977,Department of Animal Science,,
54350,1977,Department of Mathematics,,
54351,1977,Faculty of Education,,
54352,1977,Department of Educational Psychology and Sociology,,
54353,1977,Department of Meteorology,,
54354,1977,Department of Chemical Engineering,,
54270,1977,Department of Animal Science,,
54271,1977,,,
54355,1977,Department of Sociology,,
54356,1977,Department of Renewable Resources,,
54272,1977,Marine Sciences Centre,,
54357,1977,Institute of Air and Space Law,,
54358,1977,Civil Engineering and Applied Mechanics,,
54274,1977,Department of Educational Psychology,,
54276,1977,Department of Chemistry,,
54277,1977,Department of Sociology,,
54365,1977,Department of Russian and Slavic Studies,,
54367,1977,Department of Physiology,,
54369,1977,Department of Electrical Engineering,,
54372,1977,Department of Mining and Metallurgical Engineering,,
54377,1977,Department of Mechanical Engineering,,
54382,1977,Department of Electrical Engineering,,
54383,1977,Department of English,,
54386,1977,Faculty of Religious Studies,,
54387,1977,Department of Experimental Medicine,,
54390,1977,Faculty of Religious Studies,,
54391,1977,School of Architecture,,
54394,1977,Institute of Air and Space Law,,
54396,1977,School of Computer Science,,
54401,1977,Department of Chemistry,,
54297,1977,School of Computer Science,,
54403,1977,Department of Biochemistry,,
54300,1977,Institute of Islamic Studies,,
54412,1977,Faculty of Religious Studies,,
54304,1977,Department of Psychology,,
54416,1977,Department of Electrical Engineering,,
54417,1977,Department of Mining and Metallurgical Engineering,,
54305,1977,Department of Plant Science,,
54423,1977,Department of English,,
54424,1977,Institute of Islamic Studies,,
54426,1977,Department of Electrical Engineering,,
54831,1977,Department of Civil Engineering and Applied Mechanics,,
54843,1977,Faculty of Law,,
54848,1977,Department of Political Science,,
54857,1977,Department of Physiology,,
54818,1977,Department of Physiology,,
54863,1977,School of Architecture,,
54865,1977,Department of Economics,,
54870,1977,Institute of Comparative Law,,
54886,1977,Department of Geography,,
54899,1977,Department of Mathematics,,
54902,1977,Department of English,,
54908,1977,Department of Economics,,
54825,1977,Department of Political Science,,
54909,1977,Department of Sociology,,
54826,1977,Institute of Islamic Studies,,
54912,1977,Department of Mechanical Engineering,,
54913,1977,Department of Metallurgical Engineering,,
54914,1977,Department of Entomology,,
54915,1977,Department of Psychology,,
54918,1977,Department of Geography,,
54937,1977,Department of Mechanical Engineering,,
55001,1977,Department of Meteorology,,
55040,1977,Department of Mining and Metallurgical Engineering,,
54856,1977,Department of Electrical Engineering,,
55050,1977,Department of English,,
55067,1977,Department of Electrical Engineering,,
55088,1977,School of Computer Science,,
55147,1977,Department of Electrical Engineering,,
55159,1977,Department of Biology,,
66636,1977,Department of Mathematics,,
69438,1977,Department of Civil Engineering and Applied Mechanics,,
69511,1977,Department of French Language and Literature,,
69512,1977,Department of English,,
69513,1977,Department of Linguistics,,
72596,1977,Department of Economics.,,
72601,1977,Department of Neurology and Neurosurgery.,,
123654,1977,Department of Neurology and Neurosurgery.,,
72682,1977,Department of Renewable Resources,,
72683,1977,Department of Biochemistry.,,
72684,1977,Department of Civil Engineering and Applied Mechanics,,
72685,1977,Department of Chemistry.,,
72686,1977,Department of Economics,,
72689,1977,Department of Chemistry.,,
72690,1977,Department of Anthropology.,,
76341,1977,Institute of Parasitology,,
76350,1977,Department of Physiology,,
76355,1977,Department of Meteorology,,
76342,1977,Department of Electrical Engineering,,
76366,1977,Department of Electrical Engineering,,
76375,1977,Department of Psychology,,
76387,1977,Department of Mechanical Engineering,,
76392,1977,Department of Physics,,
76349,1977,Department of Meteorology,,
76407,1977,Department of English,,
76351,1977,Faculty of Education,,
76409,1977,Department of Chemistry,,
76352,1977,Department of Agricultural Chemistry and Physics,,
76411,1977,Department of Chemical Engineering,,
76412,1977,Department of English,,
76414,1977,School of Computer Science,,
76415,1977,Department of Chemical Engineering,,
76422,1977,Department of Counselor Education,,
76423,1977,Department of Civil Engineering and Applied Mechanics,,
76426,1977,Department of Psychology,,
76427,1977,Department of Economics,,
76428,1977,Department of Mining and Metallurgical Engineering,,
76429,1977,Department of Microbiology,,
76430,1977,Department of Chemistry,,
76431,1977,Department of Geography,,
76432,1977,Department of Psychology,,
76359,1977,Department of Entomology,,
76360,1977,Department of Epidemiology and Health,,
76433,1977,Department of English,,
76343,1977,Department of Economics,,
76434,1977,Department of Agricultural Engineering,,
76361,1977,Department of Biology,,
76435,1977,Department of Physiology,,
76436,1977,Department of Mechanical Engineering,,
76437,1977,Department of Chemistry,,
76363,1977,Department of Biology,,
76364,1977,Department of Psychology,,
76438,1977,Department of Civil Engineering and Applied Mechanics,,
76439,1977,Department of Biology,,
76440,1977,Department of Psychology,,
76441,1977,Department of Psychology,,
76442,1977,Department of Anatomy,,
76365,1977,Department of Chemical Engineering,,
76443,1977,Marine Sciences Centre,,
76367,1977,Department of Psychology,,
76444,1977,Department of Microbiology.,,
76368,1977,Department of Chemistry,,
76445,1977,Department of French Language and Literature,,
76446,1977,Department of Psychology,,
76447,1977,Department of Mathematics,,
76449,1977,Department of Mathematics,,
76450,1977,Department of Experimental Medicine,,
76451,1977,Department of Chemistry,,
76452,1977,Department of English,,
76370,1977,Department of Physics,,
76371,1977,Department of Mathematics,,
76453,1977,Department of Experimental Medicine,,
76454,1977,Department of Electrical Engineering,,
76372,1977,Department of Mathematics,,
76455,1977,Department of Neurology and Neurosurgery,,
76456,1977,Department of Agricultural Chemistry,,
76373,1977,Department of Meteorology,,
76374,1977,Department of Biochemistry,,
76457,1977,Department of Experimental Medicine,,
76376,1977,Department of Electrical Engineering,,
76458,1977,Faculty of Religious Studies,,
76459,1977,Department of Psychology,,
76377,1977,Department of Mathematics,,
76463,1977,Department of Physics,,
76465,1977,Department of Sociology,,
76466,1977,Department of Chemistry,,
76467,1977,Department of Chemistry,,
76380,1977,Department of Anthropology,,
76471,1977,Department of Psychology,,
76346,1977,Department of Chemistry,,
76476,1977,Department of Meteorology,,
76478,1977,Department of Biology,,
76479,1977,Department of Chemistry,,
76480,1977,Department of Physics,,
76481,1977,Department of Mathematics,,
76482,1977,Department of Biology,,
76483,1977,Department of Pathology,,
76385,1977,Department of Psychology,,
76485,1977,Department of Experimental Medicine,,
76386,1977,Department of Russian and Slavic Studies,,
76486,1977,Department of Chemistry,,
76488,1977,Department of Chemistry,,
76390,1977,Department of Geological Sciences,,
76490,1977,Department of Electrical Engineering,,
76394,1977,Department of Chemistry,,
76348,1977,Interdisciplinary Programme in Glaciology,,
76401,1977,Department of Medicine,,
76678,1977,Faculty of Religious Studies,,
76684,1977,Department of Biology,,
76679,1977,Department of History,,
76686,1977,Department of Economics and Political Science,,
76687,1977,Department of Psychology,,
76688,1977,Department of French Language and Literature,,
76863,1977,Department of Political Science,,
76911,1977,Department of Surgery,,
76929,1977,Department of Comparative Literature,,
129583,1978,Department of Anatomy.,,
43595,1978,Department of Anthropology,,
43699,1978,Department of Psychology,,
52625,1978,Department of Psychiatry,,
52633,1978,Department of Microbiology,,
52667,1978,Department of English,,
54273,1978,Department of Experimental Medicine,,
54359,1978,Department of Biology,,
54360,1978,Department of Meteorology,,
54361,1978,Department of Economics and Political Science,,
54362,1978,Faculty of Music,,
54245,1978,Department of Electrical Engineering,,
54278,1978,Department of Mechanical Engineering,,
54363,1978,School of Computer Science,,
54279,1978,Department of Art History,,
54364,1978,Marine Sciences Centre,,
54366,1978,Department of Animal Science,,
54368,1978,Faculty of Religious Studies,,
54370,1978,Department of English,,
54280,1978,Department of Meteorology,,
54371,1978,Institute of Air and Space Law,,
54281,1978,Department of Electrical Engineering,,
54373,1978,Department of Animal Science,,
54374,1978,Department of Biology,,
54247,1978,Department of Mathematics,,
54375,1978,Institute of Air and Space Law,,
54376,1978,Department of German,,
54378,1978,Department of French Language and Literature,,
54379,1978,Department of Biology,,
54380,1978,Department of Chemistry,,
54284,1978,Institute of Comparative Law,,
54381,1978,Department of Plant Science,,
54384,1978,Department of English,,
54385,1978,Department of Chemistry,,
54285,1978,Department of Physical Education,,
54286,1978,Department of English,,
54388,1978,Institute of Parasitology,,
54389,1978,Department of Physics,,
54288,1978,Department of English,,
54289,1978,Faculty of Religious Studies,,
54290,1978,Department of Social Foundations of Education,,
54291,1978,Department of Agricultural Chemistry and Physics,,
54392,1978,Department of Agricultural Engineering,,
54248,1978,Department of Mechanical Engineering,,
54293,1978,Institute of Air and Space Law,,
54294,1978,Department of Meteorology,,
54393,1978,Department of English,,
54395,1978,Institute of Air and Space Law,,
54397,1978,Faculty of Dentistry,,
54398,1978,Department of Otolaryngology,,
54399,1978,Department of Animal Science,,
54400,1978,Department of Political Science,,
54402,1978,Faculty of Education,,
54249,1978,Department of Microbiology and Immunology,,
54296,1978,School of Human Communication Disorders,,
54404,1978,Department of French Language and Literature,,
54405,1978,School of Computer Science,,
54298,1978,Department of Meteorology,,
54406,1978,Department of Mechanical Engineering,,
54407,1978,Department of Renewable Resources,,
54409,1978,Department of Neurology and Neurosurgery,,
54410,1978,Department of Mechanical Engineering,,
54411,1978,Department of Geography,,
54413,1978,Department of Educational Psychology and Sociology of Education,,
54301,1978,Department of English,,
54414,1978,Department of Linguistics,,
54303,1978,Marine Sciences Centre,,
54415,1978,Department of Chemical Engineering,,
54418,1978,Department of Italian Language and Literature,,
54419,1978,Department of Animal Science,,
54420,1978,Department of French Language and Literature,,
54421,1978,Department of German,,
54422,1978,Institute of Air and Space Law,,
54425,1978,Department of Economics,,
54830,1978,Department of Civil Engineering and Applied Mechanics,,
125630,1978,Department of Civil Engineering and Applied Mechanics,,
54833,1978,Department of Italian,,
54837,1978,Department of Parasitology,,
54838,1978,Department of Educational Administration,,
54840,1978,Department of Epidemiology and Health,,
54845,1978,Department of Physiology,,
54851,1978,Department of Philosophy,,
54852,1978,Department of Microbiology and Immunology,,
54815,1978,Department of Mathematics,,
54854,1978,Department of French Language and Literature,,
54855,1978,Department of Social Foundations of Education,,
54866,1978,Department of Geography,,
54869,1978,Department of German,,
54871,1978,Department of Civil Engineering and Applied Mechanics,,
54874,1978,Graduate Program in Communications,,
54876,1978,Department of Agricultural Engineering,,
54879,1978,Department of Electrical Engineering,,
54881,1978,Department of Education,,
54882,1978,Department of Agricultural Engineering,,
54885,1978,Institute of Air and Space Law,,
54890,1978,Department of English,,
54891,1978,Marine Sciences Centre,,
54895,1978,Department of Biology,,
54896,1978,Department of French Language and Literature,,
54897,1978,Department of English,,
54898,1978,Department of Linguistics,,
54900,1978,Institute of Comparative Law,,
54901,1978,Department of Experimental Surgery,,
54824,1978,School of Architecture,,
54903,1978,Department of Psychology,,
54904,1978,Department of Chemical Engineering,,
54905,1978,Department of French Language and Literature,,
54906,1978,Department of English,,
54907,1978,Department of Chemical Engineering,,
54910,1978,Department of Educational Administration,,
54911,1978,Department of Educational Administration,,
54916,1978,Department of Physical Education,,
54828,1978,Department of Geography,,
54917,1978,Department of History,,
54919,1978,Department of Mathematics,,
54921,1978,Faculty of Religious Studies,,
54829,1978,Department of Civil Engineering and Applied Mechanics,,
54922,1978,Department of Plant Science,,
